label,old-label,prop,wrong,,cond,sent,paraph
8,-1,this is a bug,,,null,this is a bug  .,this is a bug because an attempt will be made to reuse the data at PEM_read_bio_X509_CRL_APIParam_2 PEM_read_DSA_PUBKEY_APIParam_2 PEM_write_NETSCAPE_CERT_SEQUENCE_APIParam_2 PEM_write_bio_X509_APIParam_2 PEM_write_X509_APIParam_2 PEM_read_PKCS7_APIParam_2 PEM_write_bio_X509_REQ_APIParam_2 PEM_write_X509_AUX_APIParam_2 PEM_write_RSA_PUBKEY_APIParam_2 PEM_read_RSAPrivateKey_APIParam_2 PEM_write_X509_REQ_APIParam_2 PEM_read_bio_X509_AUX_APIParam_2 PEM_write_PKCS8PrivateKey_nid_APIParam_2 PEM_read_bio_RSA_PUBKEY_APIParam_2 PEM_write_bio_PKCS7_APIParam_2 PEM_read_bio_X509_APIParam_2 PEM_write_bio_DSAPrivateKey_APIParam_2 PEM_write_bio_RSAPublicKey_APIParam_2 PEM_write_bio_NETSCAPE_CERT_SEQUENCE_APIParam_2 PEM_write_RSAPublicKey_APIParam_2 PEM_write_bio_DSA_PUBKEY_APIParam_2 PEM_read_DSAPrivateKey_APIParam_2 PEM_read_X509_AUX_APIParam_2 PEM_read_bio_RSAPublicKey_APIParam_2 PEM_read_bio_PUBKEY_APIParam_2 PEM_read_PUBKEY_APIParam_2 PEM_write_bio_PKCS8PrivateKey_nid_APIParam_2 PEM_write_bio_PrivateKey_APIParam_2 PEM_read_bio_RSAPrivateKey_APIParam_2 PEM_read_bio_X509_REQ_APIParam_2 PEM_read_bio_PrivateKey_APIParam_2 PEM_write_DSA_PUBKEY_APIParam_2 PEM_write_bio_X509_CRL_APIParam_2 PEM_write_PKCS7_APIParam_2 PEM_read_X509_APIParam_2 PEM_write_DSAPrivateKey_APIParam_2 PEM_read_RSA_PUBKEY_APIParam_2 PEM_write_PKCS8PrivateKey_APIParam_2 PEM_write_bio_DSAparams_APIParam_2 PEM_read_bio_DSA_PUBKEY_APIParam_2 PEM_write_DSAparams_APIParam_2 PEM_write_bio_RSA_PUBKEY_APIParam_2 PEM_read_X509_CRL_APIParam_2 PEM_write_X509_REQ_NEW_APIParam_2 PEM_write_bio_PUBKEY_APIParam_2 PEM_write_bio_RSAPrivateKey_APIParam_2 PEM_write_bio_X509_REQ_NEW_APIParam_2 PEM_write_X509_CRL_APIParam_2 PEM_write_PUBKEY_APIParam_2 PEM_write_bio_X509_AUX_APIParam_2 PEM_read_bio_DSAparams_APIParam_2 PEM_read_RSAPublicKey_APIParam_2 PEM_read_bio_PKCS7_APIParam_2 PEM_write_PrivateKey_APIParam_2 PEM_read_bio_DHparams_APIParam_2 PEM_read_X509_REQ_APIParam_2 PEM_read_DHparams_APIParam_2 PEM_write_DHparams_APIParam_2 PEM_write_bio_PKCS8PrivateKey_APIParam_2 PEM_read_DSAparams_APIParam_2 PEM_read_PrivateKey_APIParam_2 PEM_write_RSAPrivateKey_APIParam_2 PEM_write_bio_DHparams_APIParam_2 PEM_read_bio_DSAPrivateKey_APIParam_2 which is an uninitialised pointer.
8,-1,A frequent cause of problems is attempting to use the PEM routines like this,,,null,A frequent cause of problems is attempting to use the PEM routines like this:,A frequent cause of problems is attempting to use the PEM routines like this:
8,-1,Attempts to use it on earlier versions will typically cause a segmentation violation,,,null,Attempts to use it on earlier versions will typically cause a segmentation violation.,The auto allocation feature (setting buf to NULL) only works on OpenSSL 0.9.7 and later. Attempts to use it on earlier versions will typically cause a segmentation violation.
8,-1,This will might lead to connection failures for a description of the method 's properties,,,null,This will might lead to connection failures (see SSL_new_APIName ) for a description of the method's properties.,"If a session was closed cleanly, the session object will be kept and all settings corresponding. This explicitly means, that eg the special method used during the session will be kept for the next handshake. So if the session was a TLSv1 session, a SSL client object will use a TLSv1 client method for the next handshake and a SSL server object will use a TLSv1 server method, even if SSLv23_*_methods were chosen on startup. This will might lead to connection failures (see SSL_new_APIName ) for a description of the method's properties."
8,-1,attempting to set the key length to any value other than the fixed value is an error,,,If the cipher is a fixed length cipher,"If the cipher is a fixed length cipher ,then attempting to set the key length to any value other than the fixed value is an error.","EVP_CIPHER_CTX_set_key_length_APIName sets the key length of the cipher ctx. If the cipher is a fixed length cipher ,then attempting to set the key length to any value other than the fixed value is an error."
8,-1,release the memory we were using to hold it,,,When we no longer need a read buffer or a write buffer for a given SSL,"When we no longer need a read buffer or a write buffer for a given SSL, then release the memory we were using to hold it.","When we no longer need a read buffer or a write buffer for a given SSL, then release the memory we were using to hold it. Released memory is either appended to a list of unused RAM chunks on the SSL_CTX, or simply freed if the list of unused chunks would become longer than SSL_CTX->freelist_max_len, which defaults to 32. Using this flag can save around 34k per idle SSL connection. This flag has no effect on SSL v2 connections, or on DTLS connections."
8,-1,The host can be can be '' '' which is interpreted as meaning any interface,,,null,"The host can be can be ""*"" which is interpreted as meaning any interface; ""port"" has the same syntax as the port specified in BIO_set_conn_port_APIName for connect BIOs, that is it can be a numerical port string or a string to lookup using getservbyname_APIName and a string table.","BIO_set_accept_port_APIName uses the string BIO_set_accept_port_APIParam_2 to set the accept port. The port is represented as a string of the form ""host:port"", where ""host"" is the interface to use and ""port"" is the port. The host can be can be ""*"" which is interpreted as meaning any interface; ""port"" has the same syntax as the port specified in BIO_set_conn_port_APIName for connect BIOs, that is it can be a numerical port string or a string to lookup using getservbyname_APIName and a string table."
8,-1,A common mistake is to attempt to use a buffer directly as follows,,,null,A common mistake is to attempt to use a buffer directly as follows:,The use of temporary variable is mandatory. A common mistake is to attempt to use a buffer directly as follows:
8,-1,"Note , however , that these implementations are not available on all platforms",,,null,"Note, however, that these implementations are not available on all platforms.","The functions EC_GFp_nistp224_method, EC_GFp_nistp256_method and EC_GFp_nistp521_method offer 64 bit optimised implementations for the NIST P224, P256 and P521 curves respectively. Note, however, that these implementations are not available on all platforms."
8,-1,"To enable this , the following is required",,,null,"To enable this, the following is required:","Additionally, OpenSSL supports dynamic locks, and sometimes, some parts of OpenSSL need it for better performance. To enable this, the following is required:"
8,-1,The second best solution to this problem is to set hash - > down_load = 0 before you start,,,null,The second best solution to this problem is to set hash->down_load=0 before you start (which will stop the hash table ever decreasing in size).,"When doing this, be careful if you delete entries from the hash table in your callbacks: the table may decrease in size, moving the item that you are currently on down lower in the hash table - this could cause some entries to be skipped during the iteration. The second best solution to this problem is to set hash->down_load=0 before you start (which will stop the hash table ever decreasing in size). The best solution is probably to avoid deleting items from the hash table inside a ""doall"" callback!"
8,-1,As a result Some objects can not be encoded or decoded as part of ASN .1 structures,,,null,As a result Some objects cannot be encoded or decoded as part of ASN.1 structures,Some objects are used to represent algorithms which do not have a corresponding ASN.1 OBJECT IDENTIFIER encoding (for example no OID currently exists for a particular algorithm). As a result Some objects cannot be encoded or decoded as part of ASN.1 structures. Applications can determine if there is a corresponding OBJECT IDENTIFIER by checking OBJ_length() is not zero.
